source_column,harmonized_name,soi_current_candidate,candidate_match_type,candidate_match_score,candidate_match_via,label,description,section,dtype,n_tax_years,years_present,first_year,last_year,scope_observed,combined_years_present
P1SECURN,net_gain_loss_securities,gain_loss_sales_other_assets,description_jaccard,0.667,990ez:gnsaleofastothr,Gain (loss) from sale of securities,Gain (loss) from sale of securities,"Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT,"1997-1999, 2012-2024"
P1SPEVC,gross_income_fundraising_events,"",description_jaccard,0.333,990ez:grsrevnuefndrsng,Special events - portion of gross reported in line,"Special events - portion of gross reported in line 1a, contributions, & not reported in line 9","Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Character,3,1997-1999,1997,1999,501CE-NONPROFIT,"1997-1999, 2012-2024"
P1SPEVE,gaming_fundraising_direct_expenses,"",description_jaccard,1,990ez:direxpns,"Special events, direct expenses","Special events, direct expenses","Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,9,1991-1999,1991,1999,501CE-NONPROFIT,"1991-1999, 2012-2024"
P1SPEVN,net_income_fundraising_events,"",description_jaccard,0.8,990ez:netincfndrsng,"Special events, net income","Special events, net income","Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,9,1991-1999,1991,1999,501CE-NONPROFIT,"1991-1999, 2012-2024"
P1TCONT,total_contributions,total_contributions,description_jaccard,1,990:totcntrbgfts,Total contributions,Total contributions,"Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT,"1989-1999, 2012-2024"
P1TOTEXP,total_expenses,total_expenses,description_jaccard,1,990ez:totexpns,Total expenses,Total expenses,"Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT,"1989-1999, 2012-2024"
P1TOTREV,total_revenue,total_revenue,description_jaccard,0.5,990:totrevenue,Tot.Rev.,Total revenue,"Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,7,1993-1999,1993,1999,501CE-NONPROFIT,"1993-1999, 2012-2024"
P2TCOMP,compensation_current_officers,"",below_threshold,0.285714286,"",Compensation of officers-col. A (total),Compensation of officers-col. A (total),Part II:  Statement of Functional Expenses,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT,"1989-1999, 2012-2024"
P2TFRFEE,professional_fundraising_fees,professional_fundraising_fees,description_jaccard,0.6,990:profndraising,Professional fundraising fees-total (col.A),Professional fundraising fees-total (col.A),Part II:  Statement of Functional Expenses,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT,"1989-1999, 2012-2024"
P2TPYTAX,payroll_taxes,payroll_taxes,description_jaccard,0.5,990:payrolltx,Payroll taxes-col. A (total),Payroll taxes-col. A (total),Part II:  Statement of Functional Expenses,Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT,"1997-1999, 2012-2024"
P2TWAGES,other_salaries_wages,other_salaries_wages,description_jaccard,0.5,990:othrsalwages,Other salaries & wages-col. A (total),Other salaries & wages-col. A (total),Part II:  Statement of Functional Expenses,Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT,"1997-1999, 2012-2024"
P4B_ASST,total_assets_boy,total_assets_eoy,description_jaccard,0.5,990ez:totassetsend,Total assets- beg. of year,Total assets- beg. of year,Part IV:  Balance Sheets,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT,1989-1999
P4B_BOND,tax_exempt_bonds_boy,tax_exempt_bonds_eoy,description_jaccard,0.571,990:txexmptbndsend,Tax-exempt bond liabilities- beg. of year,Tax-exempt bond liabilities- beg. of year,Part IV:  Balance Sheets,Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT,1997-1999
P4B_LIAB,total_liabilities_boy,total_liabilities_eoy,description_jaccard,0.5,990ez:totliabend,Total liabilities- beg. of year,Total liabilities- beg. of year,Part IV:  Balance Sheets,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT,1989-1999
P4B_MORT,secured_mortgages_boy,secured_mortgages_eoy,description_jaccard,0.333,990:secrdmrtgsend,Mortgages & other notes payable- beg. of year,Mortgages & other notes payable- beg. of year,Part IV:  Balance Sheets,Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT,1997-1999
P4E_ASST,total_assets_eoy,total_assets_eoy,description_jaccard,0.5,990ez:totassetsend,Total assets- end of year,Total assets- end of year,Part IV:  Balance Sheets,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT,"1989-1999, 2012-2024"
P4E_BOND,tax_exempt_bonds_eoy,tax_exempt_bonds_eoy,description_jaccard,0.571,990:txexmptbndsend,Tax-exempt bond liabilities- end of year,Tax-exempt bond liabilities- end of year,Part IV:  Balance Sheets,Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT,"1997-1999, 2012-2024"
P4E_LIAB,total_liabilities_eoy,total_liabilities_eoy,description_jaccard,0.5,990ez:totliabend,Total liabilities- end of year,Total liabilities- end of year,Part IV:  Balance Sheets,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT,"1989-1999, 2012-2024"
P4E_MORT,secured_mortgages_eoy,secured_mortgages_eoy,description_jaccard,0.333,990:secrdmrtgsend,Mortgages & other notes payable- end of year,Mortgages & other notes payable- end of year,Part IV:  Balance Sheets,Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT,"1997-1999, 2012-2024"
P4E_RET1,"","",skipped_bmf_origin,,"","","","","",3,1997-1999,1997,1999,501CE-NONPROFIT,""
P4E_RETN,retained_earnings_eoy,"",below_threshold,0.125,"","Retained earns, endowmts, accum. Income- end of ye","Retained earns, endowmts, accum. Income- end of year",Part IV:  Balance Sheets,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT,"1989-1999, 2012-2024"
P6INIFEE,initiation_fees,"",below_threshold,0.2,"","Initiation fees (86a), c7 orgs","Initiation fees, line 86a, only for 501(c)(7) organizations",Part VI: Other Information,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT,"1989-1999, 2012-2024"
P6MEMINC,gross_income_members,gross_income_members,description_jaccard,0.3,990:grsincmembers,"Gross income, members (c)(12)s","Gross income - members, line 87a, only for 501(c)(12) organizations",Part VI: Other Information,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT,"1989-1999, 2012-2024"
P6OTHINC,gross_income_other,gross_income_other,description_jaccard,0.364,990:grsincother,"Gross income, other, (c)(12)s","Gross income - other sources, line 87b, only for 501(c)(12) organizations",Part VI: Other Information,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT,"1989-1999, 2012-2024"
P6POLEXP,political_expenditures,political_expenditures,description_jaccard,0.4,990ez:politicalexpend,Political Exp.,Political expenditures,Part VI: Other Information,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT,"1989-1999, 2013-2024"
P6PUBINC,gross_income_public,"",below_threshold,0.1875,"","Gross income, gen.public, c7s","Gross income - general public, line 86b, only for 501(c)(7) organizations",Part VI: Other Information,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT,1989-1999
P6UNRELB,unrelated_business_income_1k_cd,unrelated_business_income_1k_cd,description_jaccard,0.429,990:unrelbusinccd,"Unrel. Bus. Gross Income >$1,000 in Yr?","Unrelated business gross income >$1,000 in yr?",Part VI: Other Information,Character,11,1989-1999,1989,1999,501CE-NONPROFIT,"1989-1999, 2012-2024"
P7DIVRIN,investment_income,"",below_threshold,0.214285714,"",Dividends- Col. E (rel't/ex Inc),Dividends & interest from securities-col. E (related or exempt function income),Part II:  Statement of Functional Expenses,Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT,"1997-1999, 2012-2024"
P7ESTRIN,rental_expense_real,"",below_threshold,0.2,"",Rental exp. (97(d)),"Rental expenses, line 97(d)",Part II:  Statement of Functional Expenses,Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT,"1997-1999, 2012-2024"
P7INTXAT,interest_expense,"",below_threshold,0.142857143,"",Interest-col.D,"Interest on savings & temp cash invstmt-col. D (excl by s.512,513 or 514, amount)",Part II:  Statement of Functional Expenses,Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT,"1997-1999, 2013-2024"
P7INVRIN,investment_income,investment_income,description_jaccard,0.4,990:invstmntinc,Other invest. income (99(d)),"Other investment income, line 99(d)",Part II:  Statement of Functional Expenses,Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT,"1997-1999, 2012-2024"
PAYTAX,payroll_taxes,"",below_threshold,0.153846154,"",Payroll Taxes,"Payroll taxes Old 990 (DocCD=90): Part II, Line 29, Col (A) New 990 (DocCD=93): Part IX Line 10 (A) 990EZ (DocCD=09 and 92): Not Available","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT,1997-2024
PMSA,"","",below_threshold,0.0625,"",Primary MSA,Primary Metropolitan Statistical Area - the component areas that comprise a CMSA (76 PMSAs as of 1995). ( list ),Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
POLPURP,political_expenditures,"",below_threshold,0.25,"",Political Expenditures,"Direct and indirect political expenditures Old 990 (DocCD=90): Part VI, Line 81a Old 990EZ (DocCD=09): Part V, Line 37a New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available",Other Information,Numeric,22,1989-2010,1989,2010,501C3-CHARITIES|501CE-NONPROFIT,"1989-2010, 2013-2024"
POPCD,"","",skipped_bmf_origin,,"","","","","",14,"1991, 1994, 1996-2002, 2004, 2007-2010",1991,2010,501C3-CHARITIES|501CE-NONPROFIT,""
POPCODE,"","",skipped_bmf_origin,,"","","","","",5,"1989-1990, 1992-1993, 1995",1989,1995,501CE-NONPROFIT,""
PRFNDNCD,"","",skipped_bmf_origin,,"","","","","",3,1997-1999,1997,1999,501CE-NONPROFIT,""
PROGREV,program_service_revenue,"",below_threshold,0.059701493,"",Program Service Revenue,"Program service revenue Old 990 (DocCD=90): Part I, Line 2 New 990 (DocCD=93): Part VIII Line 2g (A) - includes amounts reported as DUES in Part I, Line 3 of Form 990 prior to 2008 990EZ (DocCD=09 and 92): Part I, Line 2 IMPORTANT NOTE: Amounts reported as DUES in Part I, Line 3 of Form 990 prior to tax year 2008 are reported as Program Service Revenue in Part VIII, Line 2g (PROGREV) of Form 990 beginning in tax year 2008. For this reason, DUES is not available in Core PC and CO files circa 2011 and newer. For this reason, the following adjustment will be necessary for comparison of PROGREV and DUES revenue components in Core files prior to 2011: [PROGREV+DUES in Core files prior to 2011] = [PROGREV in Core files 2011 and later]. Due to Form 990 revisions in tax year 2008: NCCS strongly recommends combining DUES and PROGREV revenue components for all analysis involving Core files containing both Old 990 (DocCD=90) and New 990 (DocCD=93) return data (Core files 2008-2010), and for all time-series analysis spanning Core file years 2008 and newer.","Revenues, Expenses, and Change in Net Assets",Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,1989-2024
PayAfflCode,"",payments_to_affiliates,description_jaccard,0.4,990:pymtoaffiliates,Code for Payments to affiliates,Code for Estimated Payments to affiliates,Supplemental fields (Authorized Users Only),Character,13,1998-2010,1998,2010,501C3-CHARITIES,""
PayAfflEstimate,payments_to_affiliates,payments_to_affiliates,description_jaccard,0.667,990:pymtoaffiliates,Payments to affiliates,Estimated Payments to affiliates,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES,"1998-2010, 2013-2024"
PayAfflYr,"",payments_to_affiliates,description_jaccard,0.5,990:pymtoaffiliates,Year of Payments to affiliates,Year of Estimated Payments to affiliates,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES,""
PermRnaCode,"",permanently_restricted_net_assets_eoy,description_jaccard,0.5,990:permrstrctnetasstsend,Code for Permanently restricted net assets,Code for Estimated Permanently restricted net assets,Supplemental fields (Authorized Users Only),Character,13,1998-2010,1998,2010,501C3-CHARITIES,""
PermRnaEstimate,permanently_restricted_net_assets_eoy,permanently_restricted_net_assets_eoy,description_jaccard,0.667,990:permrstrctnetasstsend,Permanently restricted net assets,Estimated Permanently restricted net assets,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES,"1998-2010, 2013-2024"
PermRnaYr,"",permanently_restricted_net_assets_eoy,description_jaccard,0.571,990:permrstrctnetasstsend,Year of Permanently restricted net assets,Year of Estimated Permanently restricted net assets,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES,""
ProgExpCode,"","",below_threshold,0.117647059,"","","Program Services Expenses Code(Identifies which file the estimate was taken from SOI, Core, etc.)",Supplemental fields (Authorized Users Only),Character,4,2007-2010,2007,2010,501C3-CHARITIES,""
ProgExpEstimate,program_service_expense,"",below_threshold,0.2,"","",Program Services Estimate,Supplemental fields (Authorized Users Only),Numeric,4,2007-2010,2007,2010,501C3-CHARITIES,2007-2010
ProgExpYr,"","",below_threshold,0.076923077,"","",Program Services Estimate Year (Identifies the Fiscal Year from which the estimate was taken),Supplemental fields (Authorized Users Only),Numeric,4,2007-2010,2007,2010,501C3-CHARITIES,""
Q78A,"","",below_threshold,0.136363636,"",UBI Indicator,"Unrelated business gross income (UBI) of $1,000 or more during the year Old 990 (DocCD=90): Part VI, Question 78a New 990 (DocCD=93): Part V Line 3a 990EZ (DocCD=09 and 92): Part V, Question 35a",Other Information,Character,12,2000-2011,2000,2011,501C3-CHARITIES|501CE-NONPROFIT,""
RASCD,"","",skipped_bmf_origin,,"","","","","",22,1989-2010,1989,2010,501C3-CHARITIES|501CE-NONPROFIT,""
REASON,non_pf_status_reason,"",below_threshold,0.210526316,"",Non-Private Foundation Reason Code,"Reason for non-private foundation status Old 990 (DocCD=90) and Old 990EZ (DocCD=09): Sch A, Part IV, Left Margin New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available",Schedule A,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,1989-2024
RECCODE,"","",skipped_bmf_origin,,"","","","","",11,"1997-2002, 2004, 2007-2010",1997,2010,501C3-CHARITIES|501CE-NONPROFIT,""
RENTEXP,rental_expense_real,"",below_threshold,0.105263158,"",Rental Expenses,"Rental expenses Old 990 (DocCD=90): Part I, Line 6b New 990 (DocCD=93): Sum of Part VIII Lines 6b(i) and 6b(ii) 990EZ (DocCD=09 and 92): Not Available","Revenues, Expenses, and Change in Net Assets",Numeric,22,"1989, 1991-2011",1989,2011,501C3-CHARITIES|501CE-NONPROFIT,"1989, 1991-2024"
RENTINC,gross_rents,"",below_threshold,0.125,"",Gross Rents,"Gross rents Old 990 (DocCD=90): Part I, Line 6a New 990 (DocCD=93): Sum of Part VIII Line 6a (i) and 6a (ii) 990EZ (DocCD=09 and 92): Not Available","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT,1997-2011
RESERVED,"","",skipped_bmf_origin,,"","","","","",11,"1997-2002, 2004, 2007-2010",1997,2010,501C3-CHARITIES|501CE-NONPROFIT,""
RETEARN,retained_earnings_eoy,"",below_threshold,0.1875,"",Retained Earnings - EOY,"Retained earnings at end of year Old 990 (DocCD=90): Part IV, Line 72, Col (B) New 990 (DocCD=93): Part X Line 32 (B) 990EZ (DocCD=09 and 92): Not Available",Balance Sheet,Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,1989-2024
RETE_BOY,net_rent_real,"",below_threshold,0.117647059,"",Retained Earnings - BOY,"Retained earnings at beginning of year Old 990 (DocCD=90): Part IV, Line 72, Col (A) New 990 (DocCD=93) and 990EZ (DocCD=09 and 92): Not available",Balance Sheet,Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT,1997-2024
REXPCD,"","",skipped_bmf_origin,,"","","","","",22,1989-2010,1989,2010,501C3-CHARITIES|501CE-NONPROFIT,""
RINCCD,"","",skipped_bmf_origin,,"","","","","",22,1989-2010,1989,2010,501C3-CHARITIES|501CE-NONPROFIT,""
RREVCD,"","",skipped_bmf_origin,,"","","","","",20,1991-2010,1991,2010,501C3-CHARITIES|501CE-NONPROFIT,""
RULEDATE,"","",below_threshold,0.117647059,"",Ruling date (YYYYMM) from IRS,Ruling date: year and month of IRS ruling or determination letter recognizing orgs exempt status (YYYYMM),Other Descriptive Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
RandNum,"","",below_threshold,0.142857143,"",Random number between 0 and 1,Random number between 0 and 1 used for creating samples,Miscellaneous,Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
SALEOTHE,cost_basis_other_assets,cost_basis_other_assets,description_jaccard,0.375,990ez:basisalesexpnsothr,Cost Basis: Sale of Other Assets,"Cost or other basis and sales expenses: other assets Old 990 (DocCD=90): Part I, Line 8b (B) New 990 (DocCD=93): Part VIII Line 7b (ii) 990EZ (DocCD=09 and 92): Part I, Line 5b","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT,1997-2024
SALEOTHG,gross_sales_other,"",below_threshold,0.266666667,"",Gross Sales of Other Assets,"Gross receipts from sales of other assets Old 990 (DocCD=90): Part I, Line 8a (B) New 990 (DocCD=93): Part VIII Line 7a (ii) 990EZ (DocCD=09 and 92): Part I, Line 5a","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT,1997-2024
SALEOTHN,net_gain_loss_other,net_gain_loss_other,description_jaccard,0.353,990:gnlsothr,Net Gain/Loss: Sale of Other Assets,"Net gain/loss from sales of other assets Old 990 (DocCD=90): Part I, Line 8c (B) New 990 (DocCD=93): Part VIII Line 7c (ii) 990EZ (DocCD=09 and 92): Part I, Line 5c","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT,1997-2024
SALES,"","",skipped_bmf_origin,,"","","","","",22,1989-2010,1989,2010,501C3-CHARITIES|501CE-NONPROFIT,""
SALESECN,net_gain_loss_securities,"",below_threshold,0.277777778,"",Net Gain/Loss: Sale of Securities,"Net gain/loss from sales of securities Old 990 (DocCD=90): Part I, Line 8c (A) New 990 (DocCD=93): Part VIII Line 7c (i) 990EZ (DocCD=09 and 92): Not Available","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT,1997-2024
SALESEXP,cost_basis_securities,cost_basis_other_assets,description_jaccard,0.333,990ez:basisalesexpnsothr,Cost Basis: Sale of Securities,"Cost or other basis and sales expenses: securities Old 990 (DocCD=90): Part I, Line 8b (A) New 990 (DocCD=93): Part VIII Line 7b(i) 990EZ (DocCD=09 and 92): Not Available","Revenues, Expenses, and Change in Net Assets",Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,1989-2024
SAVINT,gross_income_interest_sec170,"",below_threshold,0.294117647,"",Interest Revenue,"Interest on savings and temporary cash investments Old 990 (DocCD=90): Part I, Line 4 New 990 (DocCD=93) and 990EZ (DocCD=09 and 92): Not available","Revenues, Expenses, and Change in Net Assets",Numeric,14,1997-2010,1997,2010,501C3-CHARITIES|501CE-NONPROFIT,"1997-2010, 2012-2024"
SECINC,investment_income,"",below_threshold,0.117647059,"",Dividends,"Dividends and interest from securities Old 990 (DocCD=90): Part I, Line 5 New 990 (DocCD=93) and 990EZ (DocCD=09 and 92): Not available","Revenues, Expenses, and Change in Net Assets",Numeric,14,1997-2010,1997,2010,501C3-CHARITIES|501CE-NONPROFIT,"1997-2010, 2012-2024"
SECUR,gross_sales_securities,"",below_threshold,0.1875,"",Gross Sales of Securities,"Gross receipts from sales of securities Old 990 (DocCD=90): Part I, Line 8a (A) New 990 (DocCD=93): Part VIII Line 7a(i) 990EZ (DocCD=09 and 92): Not Available","Revenues, Expenses, and Change in Net Assets",Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,1989-2024
SEC_NAME,"","",below_threshold,0.166666667,"",Sort Name (Secondary name),Secondary organization name,Other Descriptive Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
SOIYR,"","",below_threshold,0.125,"",Starting year,Starting year for org's fiscal year.,Miscellaneous,Character,12,"1997-2002, 2004, 2007-2011",1997,2011,501C3-CHARITIES|501CE-NONPROFIT,""
SOLICIT,fundraising_events_direct_expenses,"",below_threshold,0.153846154,"",Fundraising Expenses,"Total fundraising expenses Old 990 (DocCD=90): Part I, Line 15 New 990 (DocCD=93) and 990EZ (DocCD=09 and 92): Not available","Revenues, Expenses, and Change in Net Assets",Numeric,22,1989-2010,1989,2010,501C3-CHARITIES|501CE-NONPROFIT,"1989-2010, 2012-2024"
SOURCE,"","",skipped_bmf_origin,,"","","","","",22,"1989-1998, 2000-2011",1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
SPEVTG,gross_income_gaming_activities,"",below_threshold,0.235294118,"",Special Events Gross Revenue,"Gross revenue from special events and activities Old 990 (DocCD=90): Part I, Line 9a (right) New 990 (DocCD=93): Sum of Part VIII Line 8a and 9a 990EZ (DocCD=09 and 92): Part I, Line 6a","Revenues, Expenses, and Change in Net Assets",Numeric,16,"1989, 1997-2011",1989,2011,501C3-CHARITIES|501CE-NONPROFIT,"1989, 1997-2024"
STATE,"","",below_threshold,0,"",State,Two-letter state abbreviation.,Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
STYEAR,"","",below_threshold,0.083333333,"",Starting Year,"Starting year (yyyy when fiscal year began, which is also the tax form year)",Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
SUBCATEGORY,"","",skipped_bmf_origin,,"","","","","",4,1995-1998,1995,1998,501C3-CHARITIES,""
SUBSECCD,subsection_cd,subsection_cd,exact_source_name,,990:subseccd,Subsection code,"IRS subsection code (03=501(c)(3), etc.)",Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,1989-2024
TAXPER,tax_period,"",below_threshold,0.090909091,"",Ending date for tax period,"Ending date for tax period of financial data. Core files for 1997 on are in """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""yyyymm"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" format (199412=Dec. 1994). Earlier years use 2-digit year (""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""9412"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""").",Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,1989-2024
TAXREV4,tax_revenues_levied_sec170,"",below_threshold,0.142857143,"",Total Tax Levies,"Tax revenues levied for organization benefit Old 990 (DocCD=90) and Old 990EZ (DocCD=09): Sch A, Part IV-A, Line 20, Col (e) New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available",Schedule A,Numeric,14,1997-2010,1997,2010,501C3-CHARITIES|501CE-NONPROFIT,"1997-2010, 2012-2024"
TOTLOB,total_lobbying_sec170,"",below_threshold,0.181818182,"","Total lobbying: SchA,IV-A","Total lobbying (Sch A, Part VI-A), line 38b",Schedule A,Numeric,12,1999-2010,1999,2010,501C3-CHARITIES|501CE-NONPROFIT,1999-2010
TOTREV,total_revenue,"",below_threshold,0.076923077,"",Total Revenue (calculated),Calculation of total revenue is based on version of Form 990/990EZ (see DocCD) Old 990 (DocCD=90) and Old 990EZ (DocCD=09): calculated as (CONT + PROGREV + DUES + INVINC + NETRENT + SALESECN + SALEOTHN + FUNDINC + GRPROF + OTHINC) New 990 (DocCD=93) and New 990EZ (DocCD=92): calculated as (EXPS + NETINC),"Revenues, Expenses, and Change in Net Assets",Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,1989-2024
TOTREV2,total_revenue,"",below_threshold,0.181818182,"",Total Revenue,"Total revenue Old 990 (DocCD=90): Part I, Line 12 New 990 (DocCD=93): Part VIII Line 12 (A) 990EZ (DocCD=09 and 92): Part I, Line 9","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT,1997-2024
TempRnaCode,"",temporarily_restricted_net_assets_eoy,description_jaccard,0.5,990:temprstrctnetasstsend,Code for Temporarily restricted net assets,Code for Estimated Temporarily restricted net assets,Supplemental fields (Authorized Users Only),Character,13,1998-2010,1998,2010,501C3-CHARITIES,""
TempRnaEstimate,temporarily_restricted_net_assets_eoy,temporarily_restricted_net_assets_eoy,description_jaccard,0.667,990:temprstrctnetasstsend,Temporarily restricted net assets,Estimated Temporarily restricted net assets,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES,"1998-2010, 2013-2024"
TempRnaYr,"",temporarily_restricted_net_assets_eoy,description_jaccard,0.571,990:temprstrctnetasstsend,Year of Temporarily restricted net assets,Year of Estimated Temporarily restricted net assets,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES,""
UnaseoyCode,"",unrestricted_net_assets_eoy,description_jaccard,0.429,990:unrstrctnetasstsend,Code for Unrestricted net assets,Code for Estimated Unrestricted net assets,Supplemental fields (Authorized Users Only),Character,13,1998-2010,1998,2010,501C3-CHARITIES,""
UnaseoyEstimate,unrestricted_net_assets_eoy,unrestricted_net_assets_eoy,description_jaccard,0.6,990:unrstrctnetasstsend,Unrestricted net assets,Estimated Unrestricted net assets,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES,"1998-2010, 2013-2024"
UnaseoyYr,"",unrestricted_net_assets_eoy,description_jaccard,0.5,990:unrstrctnetasstsend,Year of Unrestricted net assets,Year of Estimated Unrestricted net assets,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES,""
VBS,"","",skipped_bmf_origin,,"","","","","",12,"1989-1998, 2002, 2004",1989,2004,501C3-CHARITIES|501CE-NONPROFIT,""
VERIFY,"","",below_threshold,0,"",Financials have been verified,Financials have been verified,Internal Processing,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
VFB,"","",skipped_bmf_origin,,"","","","","",10,1989-1998,1989,1998,501C3-CHARITIES,""
VINCEXP,"","",skipped_bmf_origin,,"","","","","",12,"1989-1998, 2002, 2004",1989,2004,501C3-CHARITIES|501CE-NONPROFIT,""
VINCTYPE,"","",skipped_bmf_origin,,"","","","","",10,1989-1998,1989,1998,501C3-CHARITIES,""
VOK,"","",skipped_bmf_origin,,"","","","","",12,"1989-1998, 2002, 2004",1989,2004,501C3-CHARITIES|501CE-NONPROFIT,""
V_BOYAL,"","",skipped_bmf_origin,,"","","","","",3,1997-1999,1997,1999,501C3-CHARITIES,""
V_CONT,"","",skipped_bmf_origin,,"","","","","",3,1997-1999,1997,1999,501C3-CHARITIES,""
V_EOYAL,"","",skipped_bmf_origin,,"","","","","",3,1997-1999,1997,1999,501C3-CHARITIES,""
V_FB,"","",skipped_bmf_origin,,"","","","","",3,1997-1999,1997,1999,501C3-CHARITIES,""
V_FREXP,"","",skipped_bmf_origin,,"","","","","",3,1997-1999,1997,1999,501C3-CHARITIES,""
V_GREC,"","",skipped_bmf_origin,,"","","","","",3,1997-1999,1997,1999,501C3-CHARITIES,""
V_REVEXP,"","",skipped_bmf_origin,,"","","","","",3,1997-1999,1997,1999,501C3-CHARITIES,""
