cid,name,type,notnull,dflt_value,pk,coverage,na_percent,cardinality_percent
46,F9_05_EMPL_TAX_RETURN_FILED_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
47,F9_04_BIZ_TRANSAC_DTK_FAM_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
48,F9_05_170C_FUNDS_FOR_PREMIUM_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
49,F9_05_FRGN_FIN_ACC_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
50,F9_04_GRANT_MT_5K_FRGN_INDIV_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
51,F9_04_GRANT_MT_5K_FRGN_ORG_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
52,F9_04_FRGN_OFFICE_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
53,F9_04_FRGN_ACT_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
54,F9_05_NUM_FORM_W2G,INTEGER,FALSE,,FALSE,2012-2023,0,0.0318351550745917
55,SA_02_PUB_GIFT_GRANT_CONTR_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.42416662134972
56,F9_08_REV_OTH_SALE_GAIN_SEC,DOUBLE,FALSE,,FALSE,2012-2023,46.8755558224133,10.1339088634914
57,F9_08_REV_OTH_SALE_GAIN_OTH,DOUBLE,FALSE,,FALSE,2012-2023,46.875669111058,4.9104286628279
58,F9_08_REV_OTH_SALE_GAIN_NET_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,8.19500335345406
59,F9_04_GRANT_RLTD_PERS_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
60,F9_09_EXP_GRANT_US_INDIV_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,2.23729765983287
61,F9_10_LIAB_GRANT_PAYABLE_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0.000226577289478544,0.458495247374444
62,F9_09_EXP_GRANT_FRGN_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.293880399514202
63,F9_09_EXP_GRANT_US_ORG_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,6.1240188881034
64,F9_08_REV_OTH_SALE_ASSET_SEC,DOUBLE,FALSE,,FALSE,2012-2023,0,6.20411659144054
65,F9_08_REV_OTH_INV_GRO_SALE,DOUBLE,FALSE,,FALSE,2012-2023,46.8755558224133,13.9466539845298
66,F9_08_REV_OTH_SALE_ASSET_OTH,DOUBLE,FALSE,,FALSE,2012-2023,0,1.79942266209872
67,SA_02_TOT_INCOME_GRO_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.240859571845487
68,SA_03_TOT_INCOME_GRO_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.40275436402197
69,F9_08_REV_OTH_FUNDR_EVNT_1,DOUBLE,FALSE,,FALSE,2012-2023,0,7.78567803215691
70,F9_08_REV_OTH_GAMING,DOUBLE,FALSE,,FALSE,2012-2023,0,7.796554099371
71,F9_05_501C12_GRO_INCOME_MEMB,DOUBLE,FALSE,,FALSE,2012-2023,0,1.30694074356046
72,F9_05_501C12_GRO_INCOME_OTH,INTEGER,FALSE,,FALSE,2012-2023,46.8755558224133,2.00767326152002
73,F9_08_REV_OTH_INV_NET_TOT,DOUBLE,FALSE,,FALSE,2012-2023,46.8755558224133,12.9652101403068
74,F9_05_501C7_GRO_RCPT_PUB_USE,DOUBLE,FALSE,,FALSE,2012-2023,0,2.67857142857143
75,SA_03_PUB_GRO_RCPT_NONUBIZ_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.149999093661065
76,SA_03_PUB_GRO_RCPT_ADM_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.451696666485399
77,SA_02_TOT_GRO_RCPT_RLTD_ACTS,DOUBLE,FALSE,,FALSE,2012-2023,0,0.0629905559483024
78,F9_08_REV_OTH_RENT_GRO_PERS,DOUBLE,FALSE,,FALSE,2012-2023,0,0.745237188899161
79,F9_08_REV_OTH_RENT_GRO_REAL,DOUBLE,FALSE,,FALSE,2012-2023,0,6.94074356046187
80,F9_04_ENDOW_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
81,F9_04_HOSPITAL_AFS_X,VARCHAR,FALSE,,FALSE,2012-2023,9.73455337651141,0.000502042686179393
82,F9_04_AFS_CONSOL_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
83,F9_09_EXP_INFO_TECH_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,7.95108488770461
84,F9_05_501C7_INITIATION_FEES,DOUBLE,FALSE,,FALSE,2012-2023,46.8755558224133,2.53081140795179
85,F9_09_EXP_INSURANCE_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,10.657639530879
86,F9_10_ASSET_INTANGIBLE_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,1.98250312686932
87,F9_09_EXP_INT_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,8.66935849330216
88,F9_04_ENTITY_CTRL_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
89,F9_10_ASSET_INV_SALE_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,7.48941849293962
90,F9_08_REV_OTH_INVEST_INCOME_TOT,DOUBLE,FALSE,,FALSE,2012-2023,46.8755558224133,18.2119466582498
91,F9_10_ASSET_INVEST_SEC_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,18.7212237388294
92,F9_10_ASSET_INVEST_SEC_OTH_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,6.57118385991625
93,F9_10_ASSET_INVEST_PROG_RLTD_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,2.28216143709101
94,F9_04_TAX_EXEMPT_BOND_INVEST_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
95,F9_04_LOB_ACT_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
96,F9_09_EXP_FEE_SVC_LEGAL_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,10.0053020827669
97,F9_08_REV_OTH_FUNDR_DIRECT_EXP,DOUBLE,FALSE,,FALSE,2012-2023,0,6.49425834284989
98,F9_08_REV_OTH_GAMING_DIRECT_EXP,DOUBLE,FALSE,,FALSE,2012-2023,0,7.03681548751971
99,F9_04_LOAN_DTK_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
100,F9_04_TAX_EXEMPT_BOND_ESCROW_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
101,F9_04_COLLEC_ART_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
102,F9_08_REV_MISC_BIZCODE_A,DOUBLE,FALSE,,FALSE,2012-2023,38.0266930704735,0.193780735269922
103,F9_08_REV_MISC_BIZCODE_B,DOUBLE,FALSE,,FALSE,2012-2023,46.7756352377532,0.162841141548332
104,F9_08_REV_MISC_TOT_A,DOUBLE,FALSE,,FALSE,2012-2022,78.2238832855067,10.0526044674773
105,F9_08_REV_MISC_TOT_B,DOUBLE,FALSE,,FALSE,2012-2022,78.2238832855067,5.27345477628793
106,F9_08_REV_MISC_OTH_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0.000113288644739272,11.8050779962183
107,F9_08_REV_MISC_TOT_TOT,DOUBLE,FALSE,,FALSE,2012-2023,46.8755558224133,17.3013066724106
108,F9_08_REV_MISC_TOT_C,DOUBLE,FALSE,,FALSE,2012-2022,78.2238832855067,21.3196384808704
109,F9_08_REV_OTH_FUNDR_NET_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,6.72990646582196
110,F9_08_REV_OTH_GAMING_NET_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,6.41676636394946
111,SA_02_TOT_INCOME_NET_UBIZ_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.0235648122972067
112,SA_03_TOT_INCOME_NET_UBIZ_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.0350073413453695
113,F9_08_REV_OTH_RENT_NET_TOT,DOUBLE,FALSE,,FALSE,2012-2023,46.8755558224133,8.58688721073318
114,F9_07_COMP_KONTR_NUM_GT_100K,INTEGER,FALSE,,FALSE,2012-2023,0,0.0484891329961753
115,F9_05_NUM_EMPL,INTEGER,FALSE,,FALSE,2012-2023,0,0.185233019740062
116,F9_07_COMP_DTK_NUM_GT_100K,INTEGER,FALSE,,FALSE,2012-2023,0,0.0524543658346475
117,F9_10_ASSET_CASH_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,39.5461734370185
118,F9_10_ASSET_NOTE_LOAN_NET_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,4.49476136095854
119,F9_05_170C_QUID_PRO_QUO_NOTIFY_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
120,F9_09_EXP_OCCUPANCY_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,18.0589165624377
121,F9_09_EXP_OFFICE_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,13.4794125111027
122,F9_04_HOSPITAL_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
123,F9_04_SCHOOL_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
124,F9_04_TRANSFER_EXEMPT_ORG_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
125,F9_10_ASSET_OTH_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,12.880888937227
126,F9_09_EXP_OTH_EMPL_BEN_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,15.1504749216017
127,F9_09_EXP_OTH_TOT_A,DOUBLE,FALSE,,FALSE,2012-2023,0,28.0777004368554
128,F9_09_EXP_OTH_TOT_B,DOUBLE,FALSE,,FALSE,2012-2023,0,19.1967118023456
129,F9_09_EXP_OTH_TOT_C,DOUBLE,FALSE,,FALSE,2012-2023,0,14.8466247938079
130,F9_09_EXP_OTH_TOT_D,DOUBLE,FALSE,,FALSE,2012-2023,0,12.113673029166
131,SA_02_TOT_INCOME_OTH_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.0965250965250965
132,SA_03_TOT_INCOME_OTH_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.148752877626117
133,F9_10_LIAB_OTH_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,18.1027607083945
134,F9_09_EXP_OTH_SAL_WAGE_TOT,DOUBLE,FALSE,,FALSE,2012-2023,46.8755558224133,33.7011437382305
135,F9_04_ENTITY_DISREG_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
136,F9_10_NAFB_CAP_SURPLUS_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,2.53401036851741
137,F9_10_LIAB_LOAN_OFF_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,0.389499157104791
138,F9_09_EXP_PAYROLL_TAX_TOT,DOUBLE,FALSE,,FALSE,2012-2023,46.8755558224133,17.0982787411415
139,F9_09_EXP_PENSION_CONTR_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,10.773650914496
140,F9_10_NAFB_RESTRICT_PERM_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,1.14504595138398
141,F9_10_ASSET_PLEDGE_NET_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,1.39689488281038
142,F9_04_POLI_ACT_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
143,F9_05_170C_PREMIUM_PAID_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
144,F9_10_ASSET_EXP_PREPAID_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,12.1345188246597
145,F9_08_REV_PROG_TOT_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,27.3144497616329
146,F9_09_EXP_FEE_SVC_FUNDR_TOT,DOUBLE,FALSE,,FALSE,2012-2023,46.8755558224133,0.8684135883694
147,F9_05_PTST_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
148,F9_05_170C_QUID_PRO_QUO_CONTR_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
149,F9_04_CONSERV_EMT_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
150,F9_05_PTST_PARTY_NOTIFY_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
151,SA_02_PUB_SUPPORT_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.431530625192597
152,SA_03_PUB_SUPPORT_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.926731560534378
153,SA_02_PUB_TOT_L123_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.432210379393478
154,SA_03_PUB_TOT_L1_5_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.929223992604274
155,F9_09_EXP_PAY_AFFIL_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,6.69489912447659
156,F9_05_501C29_RESERVE_MAINT_AMT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.0116691137817898
157,F9_05_501C29_LIC_HEALTH_PLAN_X,VARCHAR,FALSE,,FALSE,2012-2023,8.59566263094751,0.000619733811933098
158,F9_05_501C29_STATE_RESERVE_AMT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.00464498703935324
159,F9_10_ASSET_LOAN_DSQ_PERS_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,0.114425290481629
160,SA_03_PUB_AMT_PERS_DSQ_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.00566461834067468
161,F9_05_TANNING_SVC_PROV_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
162,F9_04_CONTR_ART_HIST_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
163,F9_04_CONTR_NONCSH_MT_25K_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
164,F9_04_ENTITY_RLTD_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
165,F9_10_NAFB_EARNING_RETAINED_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,15.0140709119582
166,F9_08_REV_OTH_RENT_LESS_EXP_PERS,INTEGER,FALSE,,FALSE,2012-2023,0,0.28991516667573
167,F9_08_REV_OTH_RENT_LESS_EXP_REAL,DOUBLE,FALSE,,FALSE,2012-2023,0,4.85990265919843
168,F9_08_REV_OTH_RENT_INCOME_PERS,DOUBLE,FALSE,,FALSE,2012-2023,0,0.684172603186688
169,F9_08_REV_OTH_RENT_INCOME_REAL,DOUBLE,FALSE,,FALSE,2012-2023,0,7.25694255623833
170,F9_09_EXP_ROY_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.399355593017565
171,F9_08_REV_OTH_ROY_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,2.22460891474976
172,F9_04_GRANT_MT_5K_US_ORG_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
173,F9_04_GRANT_MT_5K_US_INDIV_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
174,F9_04_FUNDR_ACT_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
175,F9_04_GAMING_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
176,F9_04_REP_INVEST_OTH_SEC_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
177,F9_04_REP_PROG_RLTD_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
178,F9_04_REP_LAND_BLDG_EQUIP_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
179,F9_04_REP_OTH_ASSET_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
180,F9_04_REP_OTH_LIAB_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
181,F9_04_PROF_FUNDR_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
182,F9_04_COMP_DTK_YES_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
183,F9_05_DAF_TAXABLE_DIST_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
184,F9_04_DESC_IN_501C3_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
185,SA_02_TOT_AMT_L4_CY_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.431643917559411
186,SA_03_TOT_AMT_L6_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.929337284971088
187,F9_04_SCHED_B_REQ_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
188,F9_10_LIAB_MTG_NOTE_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,6.58307955843167
189,F9_04_DOA_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
190,F9_04_REP_FOOTNOTE_FIN48_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
191,F9_04_AFS_IND_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
192,F9_04_BIZ_TRANSAC_DTK_ENTITY_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
193,F9_05_NONDEDUCT_CONTR_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
194,SA_02_PUB_VALUE_SVC_GOVT_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.0070241267424366
195,SA_03_PUB_VALUE_SVC_GOVT_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.00759058857650407
196,F9_04_PROXY_TAX_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
197,SA_03_PUB_ADD_L7AB_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.0111026519477224
198,SA_03_TOT_ADD_L10AB_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.408985444196712
199,F9_10_ASSET_SAVING_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,39.0481401925064
200,F9_00_TAX_PERIOD_END_DATE,INTEGER,FALSE,,FALSE,2012-2023,0,0.0159742237207026
201,F9_10_NAFB_RESTRICT_TEMP_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,5.22583700400602
202,F9_10_ASSET_TOT_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,40.5494906375188
203,F9_08_REV_CONTR_TOT,DOUBLE,FALSE,,FALSE,2012-2023,46.8755558224133,30.4614406879064
204,F9_07_COMP_DTK_COMP_RLTD_TOT,DOUBLE,FALSE,,FALSE,2012-2023,61.0282530551115,4.76662548150302
205,F9_07_COMP_DTK_COMP_OTH_TOT,DOUBLE,FALSE,,FALSE,2012-2023,61.0282530551115,13.3486445235846
206,F9_09_EXP_TOT_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,37.3089890695525
207,SA_03_PUB_GIFT_GRANT_CONTR_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.835191328149075
208,F9_10_LIAB_TOT_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,21.4593869523447
209,F9_10_NAFB_TOT_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,38.6745019667555
210,F9_10_NAFB_TOT_LIAB_NAFB_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,74.1512135878333
211,SA_01_PCSTAT_SUPPORT_ORG_NUM,INTEGER,FALSE,,FALSE,2012-2023,0,0.00147280076857542
212,F9_07_COMP_DTK_COMP_ORG_TOT,DOUBLE,FALSE,,FALSE,2012-2023,61.0282530551115,24.1380914310633
213,F9_08_REV_PROG_TOT_A,DOUBLE,FALSE,,FALSE,2012-2023,0,44.9033162941614
214,F9_08_REV_PROG_TOT_B,DOUBLE,FALSE,,FALSE,2012-2023,0,22.5923106204796
215,F9_08_REV_PROG_TOT_C,DOUBLE,FALSE,,FALSE,2012-2023,0,13.361361864883
216,F9_08_REV_PROG_TOT_D,DOUBLE,FALSE,,FALSE,2012-2023,0,8.31520655464317
217,F9_08_REV_PROG_TOT_E,DOUBLE,FALSE,,FALSE,2012-2023,0,5.27206028966592
218,F9_08_REV_PROG_OTH_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,4.94951692134791
219,F9_08_REV_TOT_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,37.5964118041583
220,SA_02_TOT_SUPPORT_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.44297315424076
221,SA_03_TOT_SUPPORT_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.93522848804539
222,SA_01_PCSTAT_ORG_AMT_SUPPORT,DOUBLE,FALSE,,FALSE,2012-2022,78.2238832855067,0.0202925245461499
223,F9_09_EXP_TRAVEL_TOT,INTEGER,FALSE,,FALSE,2012-2023,0,9.49231424583537
224,F9_09_EXP_TRAVEL_ENTMT_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.447051679446046
225,F9_04_TAX_EXEMPT_BOND_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
226,F9_10_LIAB_TAX_EXEMPT_BOND_EOY,DOUBLE,FALSE,,FALSE,2012-2023,46.875669111058,0.136916186820218
227,F9_08_REV_OTH_INVEST_BOND_TOT,INTEGER,FALSE,,FALSE,2012-2023,0,0.228170826762376
228,F9_05_4947_TAX_EXEMPT_INT_AMT,INTEGER,FALSE,,FALSE,2012-2023,0,0.00283230917033734
229,SA_02_PUB_TAXREV_LEVIED_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.0393124512842823
230,SA_03_PUB_TAXREV_LEVIED_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.0101963130132144
231,F9_05_UBIZ_IMCOME_OVER_LIMIT_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000339877100440481
232,SA_03_TOT_INCOME_UBIZ_TOT,DOUBLE,FALSE,,FALSE,2012-2023,0,0.0128020374499248
233,F9_10_NAFB_UNRESTRICT_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,33.6254010549785
234,F9_10_LIAB_NOTE_UNSEC_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,2.65885855674588
