cid,name,type,notnull,dflt_value,pk,coverage,na_percent,cardinality_percent
36,F9_08_REV_TOT_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,23.2217575240201
37,F9_08_REV_OTH_EVNT_DIRECT_EXP,DOUBLE,FALSE,,FALSE,1989-2023,13.2816262781881,2.9968040987642
38,TAX_YEAR,VARCHAR,FALSE,,FALSE,1989-2023,0,0.000337685553387507
39,EIN2,VARCHAR,FALSE,,FALSE,1989-2023,0,8.00059085323684
40,F9_10_LIAB_TAX_EXEMPT_BOND_EOY,DOUBLE,FALSE,,FALSE,1989-2023,0,0.968183074196656
41,F9_10_LIAB_MTG_NOTE_EOY,DOUBLE,FALSE,,FALSE,1989-2023,0,6.79017145935733
42,F9_10_LIAB_TAX_EXEMPT_BOND_BOY,DOUBLE,FALSE,,FALSE,1989-2023,0,0.784327762615161
43,SA_03_PUB_GIFT_GRANT_CONTR_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,14.3577625997234
44,SA_02_TOT_GRO_RCPT_RLTD_ACTS,DOUBLE,FALSE,,FALSE,1989-2023,0,10.2688536598167
45,SC_02_EXP_GRASS_NONTAX_FILEORG,INTEGER,FALSE,,FALSE,1995-2010,62.8357752179712,0.538636275133374
46,F9_08_REV_OTH_INV_GRO_SALE,DOUBLE,FALSE,,FALSE,1995-2023,11.3268032022625,2.82414174524078
47,SC_02_EXP_LOB_NONTAX_FILEORG,INTEGER,FALSE,,FALSE,1995-2010,62.8357752179712,0.582328431054401
48,SC_02_EXP_OTH_EXEMPT_FILEORG,DOUBLE,FALSE,,FALSE,1989-2023,0,0.259776672141675
49,F9_10_LIAB_MTG_NOTE_BOY,DOUBLE,FALSE,,FALSE,1989-2023,0,5.79509896695236
50,F9_10_NAFB_TOT_BOY,DOUBLE,FALSE,,FALSE,1989-2023,0,18.7074033794798
51,F9_01_EXP_REV_LESS_EXP_CY,DOUBLE,FALSE,,FALSE,1989-2023,0,7.08299307493763
52,F9_08_REV_OTH_RENT_NET_TOT,DOUBLE,FALSE,,FALSE,1995-2022,28.039854999753,2.88131568655239
53,F9_11_RECO_OTH_CHANGE_NAFB,DOUBLE,FALSE,,FALSE,1989-2023,0,1.95446609405488
54,SA_03_TOT_SUPPORT_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,20.2064860325537
55,F9_09_EXP_OTH_SAL_WAGE_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,12.9222227196384
56,F9_09_EXP_PAYROLL_TAX_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,5.04070944068466
57,F9_10_NAFB_EARNING_RETAINED_BOY,DOUBLE,FALSE,,FALSE,1989-2023,0,3.96413895200929
58,F9_08_REV_OTH_SALE_LESS_COST_OTH,DOUBLE,FALSE,,FALSE,1989-2023,0,1.57933603687603
59,F9_08_REV_OTH_SALE_ASSET_OTH,DOUBLE,FALSE,,FALSE,1989-2023,0,1.35225697446094
60,F9_08_REV_OTH_SALE_GAIN_OTH,DOUBLE,FALSE,,FALSE,1989-2023,0,1.08930605811742
61,F9_08_REV_OTH_SALE_GAIN_SEC,DOUBLE,FALSE,,FALSE,1989-2023,0,2.53007524020056
62,SA_02_PUB_GIFT_GRANT_CONTR_CY,DOUBLE,FALSE,,FALSE,1989-2023,0,2.27021173463087
63,F9_08_REV_CONTR_GOVT_GRANT,DOUBLE,FALSE,,FALSE,1989-2023,0,5.43982482031269
64,SA_02_PUB_VALUE_SVC_GOVT_TOT,DOUBLE,FALSE,,FALSE,1995-2023,11.8056413169659,0.501955135161627
65,SA_03_TOT_INCOME_GRO_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,3.29380418405908
66,F9_10_ASSET_INVEST_SEC_OTH_EOY,DOUBLE,FALSE,,FALSE,1989-2023,0,2.56045729184677
67,SA_01_PCSTAT,INTEGER,FALSE,,FALSE,1995-2019,29.7430155049769,0.00027465336685203
68,F9_08_REV_OTH_INVEST_INCOME_TOT_2,INTEGER,FALSE,,FALSE,1995-2010,62.8357752179712,4.04249795558094
69,F9_10_ASSET_INVEST_SEC_EOY,DOUBLE,FALSE,,FALSE,1989-2023,0,6.38536366611505
70,F9_08_REV_TOT_TOT_2,DOUBLE,FALSE,,FALSE,1989-2023,0,19.6701738366636
71,F9_10_ASSET_CASH_EOY,DOUBLE,FALSE,,FALSE,1995-2022,59.948361125176,15.455452745108
72,SA_02_PUB_SUPPORT_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,10.6715195618347
73,F9_10_ASSET_LAND_BLDG_NET_BOY,DOUBLE,FALSE,,FALSE,1989-2023,0,7.62871222552918
74,F9_10_ASSET_LAND_BLDG_NET_EOY,DOUBLE,FALSE,,FALSE,1989-2023,0,8.50719636858745
75,F9_10_ASSET_LAND_BLDG,DOUBLE,FALSE,,FALSE,1989-2023,0,1.2377429792279
76,F9_10_ASSET_OTH_EOY,DOUBLE,FALSE,,FALSE,1989-2023,0,4.21816532158471
77,F9_10_ASSET_INVEST_SEC_OTH_EOY_2,INTEGER,FALSE,,FALSE,1995-2010,64.9423638297478,2.09571255465296
78,F9_09_EXP_PAY_AFFIL_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,0.548102245782597
79,F9_10_NAFB_RESTRICT_PERM_EOY,DOUBLE,FALSE,,FALSE,1989-2023,0,2.47258186269667
80,F9_10_ASSET_INVEST_SEC_EOY_2,DOUBLE,FALSE,,FALSE,1989-2023,0,2.18103380406056
81,F9_10_NAFB_RESTRICT_TEMP_EOY,DOUBLE,FALSE,,FALSE,1989-2023,0,4.32602208733668
82,F9_10_NAFB_UNRESTRICT_EOY,DOUBLE,FALSE,,FALSE,1989-2023,0,10.3382721614345
83,SC_02_EXP_TOT_LOB_FILEORG,INTEGER,FALSE,,FALSE,1996-2010,67.1393074474523,0.430047479332206
84,F9_05_UBIZ_IMCOME_OVER_LIMIT_X,VARCHAR,FALSE,,FALSE,1998-2023,14.9217939554672,3.40210229509223e-05
85,F9_09_EXP_FEE_SVC_MGMT_MGMT,INTEGER,FALSE,,FALSE,2005-2009,97.4893657995159,47.3535752577637
86,F9_03_PROG_EXP_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,1.78632763294391
87,F9_05_NUM_EMPL,INTEGER,FALSE,,FALSE,2006-2022,79.8356185318744,0.302827023519932
88,F9_09_EXP_DEPREC_TOT,DOUBLE,FALSE,,FALSE,2008-2022,86.6193353730827,16.9753010753774
89,F9_09_EXP_OTH_EMPL_BEN_TOT,DOUBLE,FALSE,,FALSE,2008-2022,86.6193353730827,17.5251755401763
90,F9_09_EXP_GRANT_US_ORG_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,1.38759817966261
91,F9_09_EXP_INT_TOT,DOUBLE,FALSE,,FALSE,2008-2022,86.6193353730827,8.79719827928085
92,F9_09_EXP_OCCUPANCY_TOT,DOUBLE,FALSE,,FALSE,2008-2022,86.6193353730827,18.9405290504751
93,F9_09_EXP_PENSION_CONTR_TOT,DOUBLE,FALSE,,FALSE,2008-2022,86.6193353730827,9.34173695724593
94,SA_02_PUB_GIFT_GRANT_CONTR_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,12.0489099896263
95,SA_02_TOT_INCOME_GRO_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,3.07049755168326
96,F9_08_REV_OTH_FUNDR_EVNT_1,DOUBLE,FALSE,,FALSE,2004-2023; 2000; 2002,49.3667720502878,4.49358685113934
97,SA_03_PUB_GRO_RCPT_ADM_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,7.75333749104651
98,F9_08_REV_OTH_RENT_GRO_PERS,DOUBLE,FALSE,,FALSE,2009-2022,65.8682879689777,0.266985900204656
99,F9_08_REV_OTH_RENT_GRO_REAL,DOUBLE,FALSE,,FALSE,1989-2023,0,1.28767220033591
100,F9_08_REV_OTH_FUNDR_DIRECT_EXP,DOUBLE,FALSE,,FALSE,2009-2022,65.8682879689777,4.89982021912914
101,F9_08_REV_OTH_GAMING_DIRECT_EXP,DOUBLE,FALSE,,FALSE,2009-2022,65.8682976171364,1.05935060078205
102,F9_08_REV_OTH_FUNDR_NET_TOT,DOUBLE,FALSE,,FALSE,2004-2023; 2000; 2002,53.6008664818337,4.96644083176998
103,F9_08_REV_OTH_GAMING_NET_TOT,DOUBLE,FALSE,,FALSE,2009-2022,65.8682976171364,1.16784103748291
104,F9_08_REV_OTH_RENT_LESS_EXP_PERS,INTEGER,FALSE,,FALSE,2009-2022,65.8682976171364,0.112136936527441
105,F9_08_REV_OTH_RENT_LESS_EXP_REAL,DOUBLE,FALSE,,FALSE,2009-2022,65.8682976171364,2.27193899660197
106,F9_08_REV_OTH_RENT_INCOME_PERS,DOUBLE,FALSE,,FALSE,2009-2022,65.8683169134537,0.277162410953979
107,F9_08_REV_OTH_RENT_INCOME_REAL,DOUBLE,FALSE,,FALSE,2009-2022,65.868307265295,3.84889578865899
108,F9_08_REV_OTH_ROY_TOT,DOUBLE,FALSE,,FALSE,2009-2022,65.8682879689777,0.896501622550627
109,SA_03_PUB_VALUE_SVC_GOVT_TOT,DOUBLE,FALSE,,FALSE,2004-2023; 2000; 2002,48.9698468026774,0.16844050074228
110,SA_03_TOT_ADD_L10AB_TOT,DOUBLE,FALSE,,FALSE,2004-2023; 2000; 2002,48.9698468026774,4.00740540749026
111,F9_08_REV_OTH_INVEST_BOND_TOT,DOUBLE,FALSE,,FALSE,2009-2022,65.868278320819,0.190409371668861
112,SA_02_PUB_TAXREV_LEVIED_TOT,DOUBLE,FALSE,,FALSE,2004-2023; 2000; 2002,48.9698468026774,0.613638443382135
113,SA_03_PUB_TAXREV_LEVIED_TOT,DOUBLE,FALSE,,FALSE,2004-2023; 2000; 2002,48.9698468026774,0.226786823033298
114,F9_10_LIAB_NOTE_UNSEC_EOY,DOUBLE,FALSE,,FALSE,1989-2023,0,0.931114848593376
115,F9_08_REV_OTH_SALE_GAIN_NET_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,2.09122874317682
116,F9_08_REV_OTH_GAMING_2,DOUBLE,FALSE,,FALSE,2009-2019,66.9071823980537,6.58969399660988
117,F9_09_EXP_GRANT_US_INDIV_TOT,DOUBLE,FALSE,,FALSE,2011-2022,90.161618235483,7.96084399970188
118,F9_01_EXP_BEN_PAID_MEMB_CY,DOUBLE,FALSE,,FALSE,1989-2023,0,0.0358622057697533
119,SJ_02_COMP_DTK_OTH_ORG,DOUBLE,FALSE,,FALSE,1989-2023,0,0.767646096277818
120,F9_01_EXP_OTH_CY,DOUBLE,FALSE,,FALSE,1989-2023,0,1.86974561278929
121,F9_01_EXP_FEE_OTH_PAY_KONTR,DOUBLE,FALSE,,FALSE,1989-2023,0,0.906048932373354
122,F9_00_SUBSECTION_CODE,INTEGER,FALSE,,FALSE,2004-2023; 2000; 2002,81.5838455862376,5.23896490626968e-05
123,F9_09_EXP_FEE_SVC_ACC_TOT,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,11.927382848356
124,F9_10_LIAB_ACC_PAYABLE_EOY,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,32.2914100562516
125,F9_10_ASSET_ACC_NET_EOY,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,24.4811435475393
126,F9_04_TAX_EXEMPT_BOND_ISSUER_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
127,F9_09_EXP_AD_PROMO_TOT,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,12.6259385076454
128,F9_04_TRANSAC_PY_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
129,F9_09_EXP_BEN_PAID_MEMB_TOT,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,0.950236539230992
130,F9_10_NAFB_CAP_STCK_EOY,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,2.39034072632842
131,F9_04_LTD_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
132,F9_04_SCHED_O_REQ_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
133,F9_09_EXP_COMP_DSQ_PERS_TOT,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,2.39442034158932
134,F9_04_PTR_ACT_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
135,F9_09_EXP_CONF_MEETING_TOT,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,9.91566179989487
136,F9_04_CREDIT_COUNS_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
137,F9_10_ASSET_LOAN_OFF_EOY,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,0.592956387343778
138,F9_10_LIAB_REV_DEFERRED_EOY,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,15.7890525093557
139,F9_04_BIZ_TRANSAC_DTK_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
140,F9_05_DAF_DIST_DONOR_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
141,F9_04_DAF_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
142,F9_04_TRANSAC_ENGAGED_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
143,F9_10_LIAB_ESCROW_ACC_EOY,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,2.16235299655586
144,F9_05_DAF_EXCESS_BIZ_HOLDING_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
145,SA_03_PUB_AMT_CONTR_SBST_TOT,DOUBLE,FALSE,,FALSE,2004-2023; 2000; 2002,81.5838455862376,1.47518773830742
146,SA_02_PUB_CONTR_SBST_TOT,DOUBLE,FALSE,,FALSE,2004-2023; 2000; 2002,81.5838455862376,8.83127075284974
147,F9_05_NONDEDUCT_CONTR_NOTIFY_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
148,F9_05_NUM_FORM_1096_BOX_3,INTEGER,FALSE,,FALSE,2012-2022,93.8510837583669,0.537881581321638
149,F9_05_170C_NUM_FORM_8282_FILED_X,INTEGER,FALSE,,FALSE,2012-2022,93.8510837583669,0.00910068019739062
150,F9_09_EXP_FEE_SVC_INVEST_TOT,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,7.40465860681139
151,F9_09_EXP_FEE_SVC_LOB_TOT,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,1.44951868385335
152,F9_09_EXP_FEE_SVC_MGMT_TOT,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,8.80616335720954
153,F9_09_EXP_FEE_SVC_OTH_TOT,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,25.7258969269514
154,F9_05_170C_FORM_1098C_FILED_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
155,F9_05_TANNING_FORM_720_FILED_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
156,F9_05_170C_FORM_8282_REQ_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
157,F9_05_PTST_FORM_8886T_FILED_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
158,F9_05_170C_FORM_8899_FILED_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
159,F9_05_UBIZ_FORM_990T_FILED_X,VARCHAR,FALSE,,FALSE,2004-2023; 2000; 2002,53.7177732204164,6.25390738922089e-05
160,F9_05_4947_FORM_990_FILED_1041_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
161,F9_05_EMPL_TAX_RETURN_FILED_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
162,F9_04_BIZ_TRANSAC_DTK_FAM_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
163,F9_05_170C_FUNDS_FOR_PREMIUM_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
164,F9_05_FRGN_FIN_ACC_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
165,F9_04_GRANT_MT_5K_FRGN_INDIV_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
166,F9_04_GRANT_MT_5K_FRGN_ORG_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
167,F9_04_FRGN_OFFICE_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
168,F9_04_FRGN_ACT_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
169,F9_05_NUM_FORM_W2G,INTEGER,FALSE,,FALSE,2012-2022,93.8510837583669,0.0345198214383782
170,F9_04_GRANT_RLTD_PERS_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
171,F9_10_LIAB_GRANT_PAYABLE_EOY,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,2.30592407208366
172,F9_09_EXP_GRANT_FRGN_TOT,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,3.34591214705444
173,SA_03_PUB_GRO_RCPT_NONUBIZ_TOT,DOUBLE,FALSE,,FALSE,2004-2023; 2000; 2002,81.5838455862376,3.25371154468785
174,F9_04_ENDOW_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
175,F9_04_HOSPITAL_AFS_X,VARCHAR,FALSE,,FALSE,2012-2022,62.4536116531232,0.000128483178982208
176,F9_04_AFS_CONSOL_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
177,F9_09_EXP_INFO_TECH_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,0.802090022723343
178,F9_09_EXP_INSURANCE_TOT,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,17.8108156876898
179,F9_10_ASSET_INTANGIBLE_EOY,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,3.07085193350227
180,F9_04_ENTITY_CTRL_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
181,F9_10_ASSET_INV_SALE_EOY,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,8.96636671033947
182,F9_10_ASSET_INVEST_PROG_RLTD_EOY,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,2.50660976126405
183,F9_04_TAX_EXEMPT_BOND_INVEST_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
184,F9_04_LOB_ACT_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
185,F9_09_EXP_FEE_SVC_LEGAL_TOT,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,9.18352776884272
186,F9_04_LOAN_DTK_X,VARCHAR,FALSE,,FALSE,2004-2023; 2000; 2002,53.7177732204164,6.25390738922089e-05
187,F9_04_TAX_EXEMPT_BOND_ESCROW_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
188,F9_04_COLLEC_ART_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
189,F9_08_REV_MISC_BIZCODE_A,INTEGER,FALSE,,FALSE,2012-2022,98.4599319689036,0.518722239276295
190,F9_08_REV_MISC_BIZCODE_B,INTEGER,FALSE,,FALSE,2012-2022,99.5233520173142,1.0647126692711
191,F9_08_REV_MISC_TOT_A,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,5.30208766465563
192,F9_08_REV_MISC_TOT_B,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,2.55227007053027
193,F9_08_REV_MISC_OTH_TOT,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,2.59667511356237
194,F9_08_REV_MISC_TOT_C,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,12.8611440182641
195,SA_02_TOT_INCOME_NET_UBIZ_TOT,DOUBLE,FALSE,,FALSE,2004-2023; 2000; 2002,81.5838455862376,1.38402974893832
196,SA_03_TOT_INCOME_NET_UBIZ_TOT,DOUBLE,FALSE,,FALSE,2004-2023; 2000; 2002,81.5838455862376,0.867415419531071
197,F9_07_COMP_KONTR_NUM_GT_100K,INTEGER,FALSE,,FALSE,2012-2022,93.8510837583669,0.0924189764872944
198,F9_07_COMP_DTK_NUM_GT_100K,INTEGER,FALSE,,FALSE,2012-2022,93.8510837583669,0.227517004934765
199,F9_10_ASSET_NOTE_LOAN_NET_EOY,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,4.68873320100735
200,F9_05_170C_QUID_PRO_QUO_NOTIFY_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
201,F9_09_EXP_OFFICE_TOT,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,20.378462769588
202,F9_04_HOSPITAL_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
203,F9_04_SCHOOL_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
204,F9_04_TRANSFER_EXEMPT_ORG_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
205,F9_09_EXP_OTH_TOT_A,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,37.672579493657
206,F9_09_EXP_OTH_TOT_B,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,25.4668413578843
207,F9_09_EXP_OTH_TOT_C,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,19.4652565842637
208,F9_09_EXP_OTH_TOT_D,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,15.273608811969
209,SA_02_TOT_INCOME_OTH_TOT,DOUBLE,FALSE,,FALSE,2004-2023; 2000; 2002,81.5838455862376,5.69988903872329
210,SA_03_TOT_INCOME_OTH_TOT,DOUBLE,FALSE,,FALSE,2004-2023; 2000; 2002,81.5838455862376,3.26848542572353
211,F9_10_LIAB_OTH_EOY,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,23.0495124075222
212,F9_04_ENTITY_DISREG_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
213,F9_10_NAFB_CAP_SURPLUS_EOY,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,1.05630653601437
214,F9_10_LIAB_LOAN_OFF_EOY,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,1.53252316358473
215,F9_10_ASSET_PLEDGE_NET_EOY,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,17.0937448514471
216,F9_04_POLI_ACT_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
217,F9_05_170C_PREMIUM_PAID_X,VARCHAR,FALSE,,FALSE,2012-2022,61.9631860998592,7.60959529382043e-05
218,F9_10_ASSET_EXP_PREPAID_EOY,DOUBLE,FALSE,,FALSE,2012-2022,93.8510837583669,16.9098483481481
