cid,name,type,notnull,dflt_value,pk,coverage,na_percent,cardinality_percent
16,F9_01_NAFB_TOT_EOY,DOUBLE,FALSE,,FALSE,1989-2023,0,24.0226151166642
17,F9_08_REV_OTH_SALE_LESS_COST,DOUBLE,FALSE,,FALSE,1989-2023,0,7.5745457839366
18,F9_08_REV_OTH_SALE_LESS_COST_SEC,DOUBLE,FALSE,,FALSE,1989-2023,0,4.62280290205131
19,F9_08_REV_OTH_SALE_ASSET_SEC,DOUBLE,FALSE,,FALSE,1989-2023,0,4.57957301717838
20,F9_08_REV_CONTR_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,6.95578956381819
21,F9_01_EXP_TOT_CY,DOUBLE,FALSE,,FALSE,1989-2023,0,10.5256940319172
22,F9_09_EXP_COMP_DTK_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,6.21150612641401
23,F9_09_EXP_FEE_SVC_FUNDR_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,0.570947654179157
24,F9_10_ASSET_TOT_BOY,DOUBLE,FALSE,,FALSE,1989-2023,0,26.2738197954023
25,F9_10_LIAB_TOT_BOY,DOUBLE,FALSE,,FALSE,1989-2023,0,13.7638522445745
26,F9_10_ASSET_TOT_EOY,DOUBLE,FALSE,,FALSE,1989-2023,0,29.3301587811274
27,F9_10_LIAB_TOT_EOY,DOUBLE,FALSE,,FALSE,1989-2023,0,15.1695667953256
28,F9_10_NAFB_EARNING_RETAINED_EOY,DOUBLE,FALSE,,FALSE,1989-2023,0,12.714085549187
29,F9_05_501C7_INITIATION_FEES,DOUBLE,FALSE,,FALSE,1989-2023,0,1.25566859546084
30,F9_05_501C12_GRO_INCOME_MEMB,DOUBLE,FALSE,,FALSE,1989-2023,0,1.32591468073808
31,F9_05_501C12_GRO_INCOME_OTH,DOUBLE,FALSE,,FALSE,1989-2023,0,0.925607136082564
32,F9_06_POLI_EXP,INTEGER,FALSE,,FALSE,1989-2023,30.468565570578,0.335780635101177
33,F9_05_501C7_GRO_RCPT_PUB_USE,DOUBLE,FALSE,,FALSE,1989-2023,0,1.18704784285649
34,F9_05_UBIZ_IMCOME_OVER_LIMIT_X,VARCHAR,FALSE,,FALSE,1989-2023,0,5.94633904717052e-05
35,SA_01_PCSTAT,VARCHAR,FALSE,,FALSE,1989-2019,15.4794503442038,0.000422122601288318
37,F9_01_REV_PROG_TOT_CY,DOUBLE,FALSE,,FALSE,1989-2023,0,5.65157902060228
38,F9_08_REV_OTH_EVNT_DIRECT_EXP,DOUBLE,FALSE,,FALSE,1989-2023,12.6808653350435,4.68836116763322
39,F9_08_REV_OTH_EVNT_NET_TOT,DOUBLE,FALSE,,FALSE,1989-2019,17.1644842611307,3.75171805189187
40,TAX_YEAR,VARCHAR,FALSE,,FALSE,1989-2023,0,0.000693739555503228
41,EIN2,VARCHAR,FALSE,,FALSE,1989-2023,0,9.03215205343935
42,F9_01_REV_TOT_CY,DOUBLE,FALSE,,FALSE,1989-2023,0,8.60393635752245
47,SC_02_EXP_LOB_NONTAX_FILEORG,INTEGER,FALSE,,FALSE,1995-2010,62.3782660514981,0.00547927306905675
48,SC_02_EXP_OTH_EXEMPT_FILEORG,INTEGER,FALSE,,FALSE,1995-2010,62.3782660514981,0.00326648971424537
51,F9_11_RECO_OTH_CHANGE_NAFB,DOUBLE,FALSE,,FALSE,1989-2023,0,1.79696383892478
52,F9_08_REV_CONTR_MEMBSHIP_DUE_2,DOUBLE,FALSE,,FALSE,1989-2023,0,2.63002611830321
53,F9_08_REV_OTH_INV_GRO_SALE,DOUBLE,FALSE,,FALSE,1995-2023,27.4260815548329,7.38637946470271
54,F9_01_EXP_REV_LESS_EXP_CY,DOUBLE,FALSE,,FALSE,1989-2023,0,6.91910065189715
56,F9_08_REV_OTH_SALE_GAIN_NET_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,1.62313252744582
57,F9_08_REV_OTH_SALE_LESS_COST_2,DOUBLE,FALSE,,FALSE,1989-2023,0,4.09373729589439
58,F9_08_REV_OTH_SALE_GAIN_SEC,DOUBLE,FALSE,,FALSE,1989-2023,0,1.79807382221358
59,F9_08_REV_OTH_GAMING,DOUBLE,FALSE,,FALSE,1989-2023,0,4.29817243233611
60,F9_09_EXP_PAYROLL_TAX_TOT,DOUBLE,FALSE,,FALSE,1995-2022,38.3699419696772,5.61201500911295
61,F9_09_EXP_OTH_SAL_WAGE_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,8.59995231036084
62,F9_10_LIAB_TAX_EXEMPT_BOND_BOY,DOUBLE,FALSE,,FALSE,1989-2023,0,0.0898293618725894
63,F9_10_LIAB_MTG_NOTE_BOY,DOUBLE,FALSE,,FALSE,1989-2023,0,4.83764413182558
64,F9_10_NAFB_TOT_BOY,DOUBLE,FALSE,,FALSE,1989-2023,0,20.5043843348851
65,F9_10_LIAB_TAX_EXEMPT_BOND_EOY,DOUBLE,FALSE,,FALSE,1995-2022,38.3699617908074,0.152574043758905
66,F9_10_LIAB_MTG_NOTE_EOY,DOUBLE,FALSE,,FALSE,1989-2023,0,5.47174190668569
67,SA_03_PUB_GIFT_GRANT_CONTR_TOT,DOUBLE,FALSE,,FALSE,1998-2023,34.9181317950551,0.979881277640439
68,SC_02_EXP_LOB_M_NONTAX_FILEORG,INTEGER,FALSE,,FALSE,1998-2010,69.1546942085234,0.00269891137481903
69,F9_09_EXP_TOT_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,18.9074949837675
70,SA_02_TOT_GRO_RCPT_RLTD_ACTS,DOUBLE,FALSE,,FALSE,1989-2023,0,0.359039951668156
71,SC_02_EXP_GRASS_LOB_FILEORG,INTEGER,FALSE,,FALSE,1998-2010,69.1546942085234,0.00231335260698774
72,SC_02_EXP_GRASS_NONTAX_FILEORG,INTEGER,FALSE,,FALSE,1998-2010,69.1546942085234,0.00533356295499951
73,F9_08_REV_OTH_INVEST_INCOME_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,4.3903208664371
74,F9_08_REV_OTH_RENT_NET_TOT,DOUBLE,FALSE,,FALSE,1998-2022,45.1463701267026,4.00786722130842
75,F9_08_REV_MISC_TOT_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,4.30542696597366
76,SA_03_TOT_SUPPORT_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,0.936984464792817
77,F9_08_REV_PROG_TOT_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,14.0616449040568
78,F9_10_NAFB_EARNING_RETAINED_BOY,DOUBLE,FALSE,,FALSE,1989-2023,0,8.27615432811225
79,F9_08_REV_OTH_SALE_LESS_COST_OTH,DOUBLE,FALSE,,FALSE,1989-2023,0,1.25424147408952
80,F9_08_REV_OTH_SALE_ASSET_OTH,DOUBLE,FALSE,,FALSE,1989-2023,0,1.14080514619967
81,F9_08_REV_OTH_SALE_GAIN_OTH,DOUBLE,FALSE,,FALSE,1998-2022,41.6952933338963,2.57946254737735
82,F9_01_EXP_FUNDR_TOT_CY,DOUBLE,FALSE,,FALSE,1998-2010,69.1546942085234,2.00162834319614
83,F9_08_REV_TOT_TOT,DOUBLE,FALSE,,FALSE,1989-2023,0,19.4512480473709
84,SA_02_PUB_GIFT_GRANT_CONTR_CY,DOUBLE,FALSE,,FALSE,1989-2023,0,0.296742139583966
85,SA_02_PUB_VALUE_SVC_GOVT_TOT,DOUBLE,FALSE,,FALSE,1998-2023,34.9181317950551,0.00834485827293717
86,SA_03_TOT_INCOME_GRO_TOT,DOUBLE,FALSE,,FALSE,1998-2023,57.8591474812993,0.637988539347722
87,SC_02_LOB_ACT_CONTACT_LEGIS_AMT,INTEGER,FALSE,,FALSE,1998-2010,69.1546942085234,0.0192136785969259
88,F9_10_ASSET_INVEST_SEC_OTH_EOY,DOUBLE,FALSE,,FALSE,1998-2010; 2012-2022,65.3519112822071,2.67911795967822
89,F9_08_REV_OTH_INVEST_INCOME_TOT_2,DOUBLE,FALSE,,FALSE,1998-2010,69.1546942085234,5.47776193416841
90,F9_10_ASSET_INVEST_SEC_EOY,DOUBLE,FALSE,,FALSE,1989-2023,0,2.89443999460072
91,F9_08_REV_TOT_TOT_2,DOUBLE,FALSE,,FALSE,1989-2023,0,17.0953481591423
94,SA_02_PUB_GIFT_GRANT_CONTR_TOT,DOUBLE,FALSE,,FALSE,2007-2023; 2002; 2004,69.0605240191464,0.453382397974546
95,SA_02_TOT_INCOME_GRO_TOT,DOUBLE,FALSE,,FALSE,2007-2023; 2002; 2004,65.7634375865316,0.202920668150313
96,F9_08_REV_OTH_FUNDR_EVNT_1,DOUBLE,FALSE,,FALSE,2007-2023; 2002; 2004,66.0504673723386,6.10084686141657
97,SA_03_PUB_GRO_RCPT_ADM_TOT,DOUBLE,FALSE,,FALSE,2007-2023; 2002; 2004,69.0605240191464,0.584329638536927
102,F9_08_REV_OTH_FUNDR_NET_TOT,DOUBLE,FALSE,,FALSE,2007-2023; 2002; 2004,69.3761160535099,5.21238669990913
106,F9_08_REV_OTH_RENT_INCOME_PERS,DOUBLE,FALSE,,FALSE,1989-2023,0,0.124080274784292
109,SA_03_PUB_VALUE_SVC_GOVT_TOT,DOUBLE,FALSE,,FALSE,2007-2023; 2002; 2004,65.7634375865316,0.00636840898617245
110,SA_03_TOT_ADD_L10AB_TOT,DOUBLE,FALSE,,FALSE,2007-2023; 2002; 2004,65.7634375865316,0.374983500031263
112,SA_02_PUB_TAXREV_LEVIED_TOT,DOUBLE,FALSE,,FALSE,2007-2023; 2002; 2004,65.7634375865316,0.0339841461353021
113,SA_03_PUB_TAXREV_LEVIED_TOT,DOUBLE,FALSE,,FALSE,2007-2023; 2002; 2004,65.7634375865316,0.0125052394637568
114,F9_10_LIAB_NOTE_UNSEC_EOY,DOUBLE,FALSE,,FALSE,1989-2023,0,0.460504316943043
154,F9_05_UBIZ_FORM_990T_FILED_X,VARCHAR,FALSE,,FALSE,2007-2023; 2002; 2004,69.273006534432,0.000193521668621236
182,F9_04_LOAN_DTK_X,VARCHAR,FALSE,,FALSE,2007-2023; 2002; 2004,69.273006534432,0.000193521668621236
220,F9_05_PTST_X,VARCHAR,FALSE,,FALSE,2007-2023; 2002; 2004,69.273006534432,0.000193521668621236
266,F9_10_NAFB_TOT_EOY,DOUBLE,FALSE,,FALSE,1989-2023,0,6.6107631511712
270,F9_08_REV_PROG_TOT_A,DOUBLE,FALSE,,FALSE,1989-2023,0,2.28410775479914
271,F9_08_REV_PROG_TOT_B,DOUBLE,FALSE,,FALSE,1989-2023,0,1.21233960493713
282,F9_10_NAFB_UNRESTRICT_EOY,DOUBLE,FALSE,,FALSE,1989-2023,0,0.879146406994005
